agent,area_sqm,bathrooms,bedrooms,description,listing_id,location,on_show,price,property_type,special_tag,url,crime_index,gautrain_km
,69.0,,2.0,,,Florida,,400000.0,2 Bedroom Apartment,,,6.0,14.56
,72.0,,1.0,,,Horison,,435000.0,1 Bedroom Apartment,,,3.0,13.84
,68.0,,2.0,,,Constantia Kloof,,650000.0,2 Bedroom Apartment,,,3.0,13.92
,38.0,,2.0,,,Fleurhof,,350000.0,2 Bedroom Apartment,,,8.0,13.36
,82.0,2.0,3.0,,,Groblerpark,,680000.0,3 Bedroom Apartment,,,3.0,13.84
,722.0,,4.0,,,Willowbrook,,2050000.0,4 Bedroom Townhouse,,,3.0,13.84
,64.0,,1.0,,,Florida Lake,,420000.0,1 Bedroom Apartment,,,3.0,13.84
,139.0,,3.0,,,Honeydew Ridge,,1520000.0,3 Bedroom Townhouse,,,3.0,13.84
,575.0,,5.0,,,Cosmo City,,1500000.0,5 Bedroom House,,,3.0,13.84
,302.0,,3.0,,,Cosmo City,,945000.0,3 Bedroom House,,,3.0,13.84
,406.0,,4.0,,,Amorosa,,2500000.0,4 Bedroom House,,,3.0,13.84
,85.0,,,,,Allen'S Nek,,1300000.0,Commercial Property,,,3.0,13.84
,310.0,,,,,Horison Park,,6500000.0,Commercial Property,,,3.0,13.84
,81.0,,3.0,,,Ruimsig,,1050000.0,3 Bedroom Apartment,,,2.0,17.29
,656.0,,,,,Eagle Canyon Golf Estate,,2675000.0,Vacant Land,,,3.0,13.84
,664.0,,,,,Eagle Canyon Golf Estate,,2675000.0,Vacant Land,,,3.0,13.84
,721.0,,,,,Eagle Canyon Golf Estate,,2775000.0,Vacant Land,,,3.0,13.84
,94.0,,2.0,,,Honeydew Grove,,1130000.0,2 Bedroom Townhouse,,,3.0,13.84
,420.0,,3.0,,,Cosmo City,,1400000.0,3 Bedroom House,,,3.0,13.84
,541.0,,,,,Delarey,,3950000.0,Commercial Property,,,3.0,13.84
,84.0,,2.0,,,Georginia,,650000.0,2 Bedroom Townhouse,,,3.0,13.84
,62.0,,2.0,,,Princess Ah,,659999.0,2 Bedroom Apartment,,,3.0,13.84
,426.0,,4.0,,,Amorosa,,2650000.0,4 Bedroom Townhouse,,,3.0,13.84
,528.0,,3.0,,,Honeydew Grove,,1670000.0,3 Bedroom Townhouse,,,3.0,13.84
,53.0,,2.0,,,Weltevreden Park,,530000.0,2 Bedroom Apartment,,,3.0,9.07
,996.0,,12.0,,,Constantia Kloof,,3749000.0,12 Bedroom House,,,3.0,13.92
,785.0,,3.0,,,Witpoortjie,,1499999.0,3 Bedroom House,,,3.0,13.84
,400.0,,3.0,,,Constantia Kloof,,2000000.0,3 Bedroom House,,,3.0,13.92
,110.0,,2.0,,,Constantia Kloof,,1000000.0,2 Bedroom Apartment,,,3.0,13.92
,39.0,,2.0,,,Fleurhof,,390000.0,2 Bedroom Apartment,,,8.0,13.36
,61.0,,2.0,,,Groblerpark,,590000.0,2 Bedroom Apartment,,,3.0,13.84
,95.0,,2.0,,,Wilgeheuwel,,1100000.0,2 Bedroom Townhouse,,,3.0,13.84
,170.0,,3.0,,,Honeydew,,2040000.0,3 Bedroom Townhouse,,,4.0,11.41
,65.0,,5.0,,,Kloofendal,,3500000.0,5 Bedroom House,,,3.0,13.84
,155.0,,2.0,,,Cosmo City,,750000.0,2 Bedroom House,,,3.0,13.84
,91.0,,2.0,,,Florida Park,,695000.0,2 Bedroom Apartment,,,3.0,13.84
,708.0,,3.0,,,Reefhaven,,2750000.0,3 Bedroom House,,,3.0,13.84
,930.0,,3.0,,,Discovery,,1800000.0,3 Bedroom House,,,4.0,12.35
,31.0,,2.0,,,Florida Glen,,860000.0,2 Bedroom Townhouse,,,3.0,13.84
,76.0,,2.0,,,Honeydew,,659000.0,2 Bedroom Apartment,,,4.0,11.41
,81.0,,2.0,,,Willowbrook,,649000.0,2 Bedroom Apartment,,,3.0,13.84
,912.0,,6.0,,,Constantia Kloof,,3800000.0,6 Bedroom House,,,3.0,13.92
,412.0,,3.0,,,Willowbrook,,1595000.0,3 Bedroom House,,,3.0,13.84
,40.0,,1.0,,,Honeydew,,355000.0,1 Bedroom Apartment,,,4.0,11.41
,991.0,,3.0,,,Florida Glen,,1499000.0,3 Bedroom House,,,3.0,13.84
,475.0,,5.0,,,Helderkruin,,2550000.0,5 Bedroom House,,,3.0,14.75
,200.0,,3.0,,,Amorosa,,1990000.0,3 Bedroom Townhouse,,,3.0,13.84
,857.0,,4.0,,,Ruimsig,,3195000.0,4 Bedroom House,,,2.0,17.29
,110.0,,2.0,,,Constantia Kloof,,949000.0,2 Bedroom Apartment,,,3.0,13.92
,20.0,3.0,5.0,,,Quellerina,,2300000.0,5 Bedroom House,,,3.0,13.84
,103.0,2.0,3.0,,,Helderkruin,,849000.0,3 Bedroom Apartment,,,3.0,14.75
,884.0,,,,,Roodekrans,,600000.0,Vacant Land,,,3.0,13.84
,475.0,,5.0,,,Weltevreden Park,,2699000.0,5 Bedroom House,,,3.0,9.07
,872.0,,3.0,,,Witpoortjie,,1250000.0,3 Bedroom House,,,3.0,13.84
,26.0,,5.0,,,Horison Park,,1999000.0,5 Bedroom House,,,3.0,13.84
,470.0,,5.0,,,Eagle Canyon Golf Estate,,12995000.0,5 Bedroom House,,,3.0,13.84
,38.0,,1.0,,,Horizon View,,345000.0,1 Bedroom Apartment,,,3.0,13.84
,592.0,,3.0,,,Ruimsig,,2499000.0,3 Bedroom House,,,2.0,17.29
,836.0,,3.0,,,Discovery,,1495000.0,3 Bedroom House,,,4.0,12.35
,592.0,,5.0,,,Willowbrook,,2890000.0,5 Bedroom House,,,3.0,13.84
,950.0,,2.0,,,Groblerpark,,550000.0,2 Bedroom Townhouse,,,3.0,13.84
,107.0,,5.0,,,Eagle Canyon Golf Estate,,13800000.0,5 Bedroom House,,,3.0,13.84
,80.0,,5.0,,,Discovery,,599999.0,2.5 Bedroom Apartment,,,4.0,12.35
,67.0,,3.0,,,Roodepoort West,,680000.0,3 Bedroom Townhouse,,,3.0,13.84
,26.0,,,,,Ontdekkerspark,,1999000.0,Commercial Property,,,3.0,13.84
,60.0,,2.0,,,Lindhaven,,485000.0,2 Bedroom Apartment,,,3.0,13.84
,60.0,,2.0,,,Radiokop,,570000.0,2 Bedroom Apartment,,,3.0,12.01
,836.0,,11.0,,,Roodepoort West,,1785000.0,11 Bedroom House,,,3.0,13.84
,70.0,,3.0,,,Carenvale,,629950.0,3 Bedroom Townhouse,,,3.0,13.84
,65.0,,2.0,,,Strubensvallei,,599000.0,2 Bedroom Apartment,,,3.0,13.84
,59.0,,2.0,,,Horizon View,,580000.0,2 Bedroom Apartment,,,3.0,13.84
,93.0,,2.0,,,Florida,,490000.0,2 Bedroom Apartment,,,6.0,14.56
,54.0,1.0,2.0,,,Groblerpark,,450000.0,2 Bedroom Apartment,,,3.0,13.84
,127.0,,4.0,,,Allen'S Nek,,1500000.0,4 Bedroom Townhouse,,,3.0,13.84
,734.0,,4.0,,,Helderkruin View,,3500000.0,4 Bedroom House,,,3.0,13.84
,20.0,,4.0,,,Bergbron,,2495000.0,4 Bedroom House,,,3.0,13.84
,79.0,,3.0,,,Constantia Kloof,,749000.0,3 Bedroom Apartment,,,3.0,13.92
,801.0,,6.0,,,Witpoortjie,,2700000.0,6 Bedroom House,,,3.0,13.84
,160.0,,2.0,,,Weltevreden Park,,865000.0,2 Bedroom Townhouse,,,3.0,9.07
,172.0,,3.0,,,Ruimsig,,1695000.0,3 Bedroom Townhouse,,,2.0,17.29
,963.0,,4.0,,,Discovery,,1600000.0,4 Bedroom House,,,4.0,12.35
,235.0,,2.0,,,Cosmo City,,780000.0,2 Bedroom House,,,3.0,13.84
,105.0,,3.0,,,Radiokop,,1400000.0,3 Bedroom Townhouse,,,3.0,12.01
,145.0,,3.0,,,Little Falls,,1300000.0,3 Bedroom Apartment,,,4.0,12.77
,40.0,,2.0,,,Fleurhof,,490000.0,2 Bedroom Apartment,,,8.0,13.36
,180.0,,3.0,,,Wilro Park,,1980000.0,3 Bedroom Townhouse,,,3.0,13.84
,80.0,,2.0,,,Ruimsig,,820000.0,2 Bedroom Apartment,,,2.0,17.29
,63.0,,2.0,,,Wilgeheuwel,,595000.0,2 Bedroom Apartment,,,3.0,13.84
,38.0,,2.0,,,Fleurhof,,390000.0,2 Bedroom Apartment,,,8.0,13.36
,110.0,,2.0,,,Wilgeheuwel,,850000.0,2 Bedroom Townhouse,,,3.0,13.84
,72.0,,2.0,,,Little Falls,,750000.0,2 Bedroom Apartment,,,4.0,12.77
,38.0,,2.0,,,Fleurhof,,430000.0,2 Bedroom Apartment,,,8.0,13.36
,71.0,1.0,2.0,,,Florida,,430000.0,2 Bedroom Apartment,,,6.0,14.56
,113.0,,2.0,,,Discovery,,840000.0,2 Bedroom Townhouse,,,4.0,12.35
,500.0,,4.0,,,Constantia Kloof,,2850000.0,4 Bedroom House,,,3.0,13.92
,251.0,,2.0,,,Cosmo City,,950000.0,2 Bedroom House,,,3.0,13.84
,876.0,,3.0,,,Witpoortjie,,849000.0,3 Bedroom Townhouse,,,3.0,13.84
,610.0,,4.0,,,Ruimsig,,8750000.0,4 Bedroom House,,,2.0,17.29
,64.0,,3.0,,,Bergbron,,1290000.0,3 Bedroom Townhouse,,,3.0,13.84
,78.0,,1.0,,,Florida,,395000.0,1 Bedroom Apartment,,,6.0,14.56
,64.0,2.0,2.0,,,Honeypark,,660000.0,2 Bedroom Apartment,,,3.0,13.84
,780.0,,3.0,,,Witpoortjie,,1500000.0,3 Bedroom House,,,3.0,13.84
,83.0,,2.0,,,Ruimsig Ah,,750000.0,2 Bedroom Townhouse,,,3.0,13.84
,700.0,,5.0,,,Constantia Kloof,,3600000.0,5 Bedroom House,,,3.0,13.92
,230.0,,4.0,,,Ruimsig Noord,,1599000.0,4 Bedroom Townhouse,,,3.0,13.84
,300.0,,3.0,,,Witpoortjie,,1348005.0,3 Bedroom House,,,3.0,13.84
,130.0,,3.0,,,Weltevreden Park,,1390000.0,3 Bedroom Townhouse,,,3.0,9.07
,62.0,,2.0,,,Princess Ah,,725000.0,2 Bedroom Apartment,,,3.0,13.84
,200.0,,3.0,,,Quellerina,,2200000.0,3 Bedroom House,,,3.0,13.84
,109.0,,3.0,,,Florida,,649995.0,3 Bedroom Townhouse,,,6.0,14.56
,284.0,,3.0,,,Bergbron,,1499000.0,3 Bedroom House,,,3.0,13.84
,80.0,,2.0,,,Princess Ah,,410000.0,2 Bedroom Apartment,,,3.0,13.84
,433.0,,3.0,,,Honeydew Manor,,2100000.0,3 Bedroom House,,,3.0,13.84
,69.0,3.0,2.0,,,Wilgeheuwel,,700000.0,2 Bedroom Apartment,,,3.0,13.84
,79.0,2.0,2.0,,,Horison,,395000.0,2 Bedroom Apartment,,,3.0,13.84
,115.0,2.0,3.0,,,Witpoortjie,,1595000.0,3 Bedroom House,,,3.0,13.84
,131.0,,3.0,,,Groblerpark,,720000.0,3 Bedroom House,,,3.0,13.84
,109.0,,3.0,,,Florida,,850000.0,3 Bedroom Townhouse,,,6.0,14.56
,83.0,,2.0,,,Florida Park,,440000.0,2 Bedroom Apartment,,,3.0,13.84
,175.0,,4.0,,,Honeydew,,1900000.0,4 Bedroom Townhouse,,,4.0,11.41
,175.0,,4.0,,,Honeydew,,1850000.0,4 Bedroom Townhouse,,,4.0,11.41
,44.0,,2.0,,,Fleurhof,,450000.0,2 Bedroom Apartment,,,8.0,13.36
,102.0,,3.0,,,Wilgeheuwel,,1275000.0,3 Bedroom Apartment,,,3.0,13.84
,234.0,,2.0,,,Fleurhof,,750000.0,2 Bedroom House,,,8.0,13.36
,35.0,,2.0,,,Fleurhof,,498700.0,2 Bedroom Apartment,,,8.0,13.36
,86.0,,3.0,,,Florida,,850000.0,3 Bedroom Apartment,,,6.0,14.56
,72.0,,4.0,,,Discovery,,1499999.0,4 Bedroom House,,,4.0,12.35
,51.0,,2.0,,,Weltevreden Park,,599000.0,2 Bedroom Townhouse,,,3.0,9.07
,284.0,,6.0,,,Cosmo City,,699000.0,6 Bedroom House,,,3.0,13.84
,98.0,,2.0,,,Weltevreden Park,,850000.0,2 Bedroom Townhouse,,,3.0,9.07
,734.0,,4.0,,,Little Falls,,2295000.0,4 Bedroom House,,,4.0,12.77
,49.0,,2.0,,,Witpoortjie,,450000.0,2 Bedroom Apartment,,,3.0,13.84
,239.0,,3.0,,,Groblerpark,,860000.0,3 Bedroom Townhouse,,,3.0,13.84
,103.0,,2.0,,,Constantia Kloof,,870000.0,2 Bedroom Townhouse,,,3.0,13.92
,345.0,,3.0,,,Cosmo City,,950000.0,3 Bedroom House,,,3.0,13.84
,60.0,1.0,2.0,,,Honeydew,,470000.0,2 Bedroom Apartment,,,4.0,11.41
,951.0,,4.0,,,Little Falls,,2990000.0,4 Bedroom House,,,4.0,12.77
,138.0,,3.0,,,Wilgeheuwel,,1299999.0,3 Bedroom Townhouse,,,3.0,13.84
,70.0,,2.0,,,Wilro Park,,820000.0,2 Bedroom Townhouse,,,3.0,13.84
,288.0,,4.0,,,Poortview,,8500000.0,4 Bedroom House,,,3.0,13.84
,128.0,,4.0,,,Wilro Park,,1650000.0,4 Bedroom House,,,3.0,13.84
,67.0,,2.0,,,Willowbrook,,695000.0,2 Bedroom Townhouse,,,3.0,13.84
,145.0,,3.0,,,Florida,,700000.0,3 Bedroom Apartment,,,6.0,14.56
,280.0,,3.0,,,Cosmo City,,1590000.0,3 Bedroom House,,,3.0,13.84
,89.0,,1.0,,,Florida North,,495000.0,1 Bedroom Apartment,,,3.0,13.84
,57.0,2.0,2.0,,,Honeydew Grove,,500000.0,2 Bedroom Apartment,,,3.0,13.84
,54.0,,3.0,,,Hamberg,,619995.0,3 Bedroom Townhouse,,,3.0,13.84
,51.0,,2.0,,,Florida,,429995.0,2 Bedroom Townhouse,,,6.0,14.56
,38.0,,2.0,,,Fleurhof,,440000.0,2 Bedroom Apartment,,,8.0,13.36
,86.0,,2.0,,,Hamberg,,394999.0,2 Bedroom Apartment,,,3.0,13.84
,592.0,,5.0,,,Constantia Kloof,,9500000.0,5 Bedroom House,,,3.0,13.92
,53.0,,3.0,,,Weltevreden Park,,699000.0,3 Bedroom Apartment,,,3.0,9.07
,79.0,,2.0,,,Weltevreden Park,,500000.0,2 Bedroom Townhouse,,,3.0,9.07
,685.0,,3.0,,,Willowbrook,,2450000.0,3 Bedroom House,,,3.0,13.84
,280.0,,9.0,,,Cosmo City,,800000.0,9 Bedroom House,,,3.0,13.84
,580.0,,3.0,,,Cosmo City,,1100000.0,3 Bedroom House,,,3.0,13.84
,39.0,,6.0,,,Roodekrans,,2240000.0,6 Bedroom House,,,3.0,13.84
,90.0,,2.0,,,Florida,,720000.0,2 Bedroom Apartment,,,6.0,14.56
,80.0,,2.0,,,Horizon View,,530000.0,2 Bedroom Apartment,,,3.0,13.84
,62.0,,4.0,,,Wilgeheuwel,,2349900.0,4 Bedroom Townhouse,,,3.0,13.84
,70.0,,2.0,,,Willowbrook,,650000.0,2 Bedroom Apartment,,,3.0,13.84
,400.0,,3.0,,,Cosmo City,,950000.0,3 Bedroom House,,,3.0,13.84
,290.0,,3.0,,,Radiokop,,2350000.0,3 Bedroom Townhouse,,,3.0,12.01
,44.0,,1.0,,,Weltevreden Park,,495000.0,1 Bedroom Apartment,,,3.0,9.07
,260.0,,2.0,,,Cosmo City,,780000.0,2 Bedroom House,,,3.0,13.84
,95.0,,2.0,,,Bergbron,,799000.0,2 Bedroom Apartment,,,3.0,13.84
,664.0,,,,,Florida Park,,4780000.0,Commercial Property,,,3.0,13.84
,204.0,,2.0,,,Florida,,380000.0,2 Bedroom Apartment,,,6.0,14.56
,127.0,,3.0,,,Helderkruin,,1290000.0,3 Bedroom Townhouse,,,3.0,14.75
,145.0,,2.0,,,Bergbron,,850000.0,2 Bedroom Townhouse,,,3.0,13.84
,80.0,,2.0,,,Willowbrook,,830000.0,2 Bedroom Apartment,,,3.0,13.84
,595.0,,4.0,,,Radiokop,,2280000.0,4 Bedroom House,,,3.0,12.01
,26.0,2.0,2.0,,,Wilgeheuwel,,1300000.0,2 Bedroom House,,,3.0,13.84
,70.0,,2.0,,,Willowbrook,,649999.0,2 Bedroom Apartment,,,3.0,13.84
,38.0,,2.0,,,Fleurhof,,400000.0,2 Bedroom Apartment,,,8.0,13.36
,789.0,,4.0,,,Horizon View,,1600000.0,4 Bedroom House,,,3.0,13.84
,100.0,,2.0,,,Wilgeheuwel,,1080000.0,2 Bedroom Townhouse,,,3.0,13.84
,133.0,,3.0,,,Radiokop,,1399000.0,3 Bedroom Townhouse,,,3.0,12.01
,119.0,,3.0,,,Weltevreden Park,,1390000.0,3 Bedroom Apartment,,,3.0,9.07
,62.0,,2.0,,,Honeypark,,495000.0,2 Bedroom Townhouse,,,3.0,13.84
,250.0,,3.0,,,Cosmo City,,920000.0,3 Bedroom House,,,3.0,13.84
,131.0,,2.0,,,Willowbrook,,1150000.0,2 Bedroom Townhouse,,,3.0,13.84
,62.0,,2.0,,,Kimbult Ah,,460000.0,2 Bedroom Apartment,,,3.0,13.84
,128.0,,3.0,,,Ruimsig,,1490000.0,3 Bedroom Townhouse,,,2.0,17.29
,408.0,,4.0,,,Willowbrook,,2475000.0,4 Bedroom House,,,3.0,13.84
,147.0,,3.0,,,Weltevreden Park,,1599000.0,3 Bedroom Townhouse,,,3.0,9.07
,280.0,,4.0,,,Cosmo City,,795000.0,4 Bedroom House,,,3.0,13.84
,291.0,,3.0,,,Helderkruin,,1895000.0,3 Bedroom House,,,3.0,14.75
,70.0,,2.0,,,Honeydew,,704000.0,2 Bedroom Townhouse,,,4.0,11.41
,924.0,,3.0,,,Lindhaven,,1200000.0,3 Bedroom House,,,3.0,13.84
,190.0,,3.0,,,Honeydew,,1900000.0,3 Bedroom Townhouse,,,4.0,11.41
,119.0,,3.0,,,Groblerpark,,895000.0,3 Bedroom Townhouse,,,3.0,13.84
,57.0,,2.0,,,Honeydew Grove,,560000.0,2 Bedroom Apartment,,,3.0,13.84
,61.0,,3.0,,,Witpoortjie,,685000.0,3 Bedroom Townhouse,,,3.0,13.84
,936.0,,4.0,,,Eagle Canyon Golf Estate,,5895000.0,4 Bedroom House,,,3.0,13.84
,182.0,,3.0,,,Honeydew Manor,BY APPOINTMENT ONLY - CONTACT AGENT TO BOOK YOUR TIME SLOT,1899000.0,3 Bedroom Townhouse,,,3.0,13.84
,414.0,,3.0,,,Honeydew Manor,,1999000.0,3 Bedroom Townhouse,,,3.0,13.84
,315.0,,3.0,,,Cosmo City,,930000.0,3 Bedroom House,,,3.0,13.84
,62.0,,2.0,,,Florida,,290000.0,2 Bedroom Apartment,,,6.0,14.56
,137.0,,5.0,,,Roodekrans,,3950000.0,5 Bedroom House,,,3.0,13.84
,275.0,,9.0,,,Wilgeheuwel,,3250000.0,9 Bedroom House,,,3.0,13.84
,312.0,,5.0,,,Cosmo City,,995000.0,5 Bedroom House,,,3.0,13.84
,138.0,,3.0,,,Florida Park,,1250000.0,3 Bedroom Townhouse,,,3.0,13.84
,168.0,,3.0,,,Weltevreden Park,,1750000.0,3 Bedroom Townhouse,,,3.0,9.07
,76.0,2.0,2.0,,,Honeydew Grove,,810000.0,2 Bedroom House,,,3.0,13.84
,135.0,,2.0,,,Fleurhof,,490000.0,2 Bedroom House,,,8.0,13.36
,496.0,,3.0,,,Radiokop,,2499000.0,3 Bedroom House,,,3.0,12.01
,739.0,,4.0,,,Helderkruin,,1799000.0,4 Bedroom House,,,3.0,14.75
,80.0,,3.0,,,Princess Ah,,650000.0,3 Bedroom Townhouse,,,3.0,13.84
,495.0,,3.0,,,Strubensvallei,,2500000.0,3 Bedroom House,,,3.0,13.84
,77.0,,3.0,,,Roodekrans,,750000.0,3 Bedroom Townhouse,,,3.0,13.84
,108.0,,2.0,,,Eagle Canyon Golf Estate,,1395000.0,2 Bedroom Apartment,,,3.0,13.84
,319.0,,4.0,,,Constantia Kloof,,2550000.0,4 Bedroom House,,,3.0,13.92
,32.0,,2.0,,,Fleurhof,,390000.0,2 Bedroom Apartment,,,8.0,13.36
,130.0,,2.0,,,Groblerpark,,550000.0,2 Bedroom House,,,3.0,13.84
,969.0,,7.0,,,Witpoortjie,,1699000.0,7 Bedroom House,,,3.0,13.84
,60.0,,2.0,,,Lindhaven,,495000.0,2 Bedroom Apartment,,,3.0,13.84
,138.0,,3.0,,,Wilgeheuwel,,1050000.0,3 Bedroom Townhouse,,,3.0,13.84
,361.0,,2.0,,,Allen'S Nek,,995000.0,2 Bedroom House,,,3.0,13.84
,53.0,,1.0,,,Wilgeheuwel,,480000.0,1 Bedroom Apartment,,,3.0,13.84
,66.0,,2.0,,,Wilgeheuwel,,595000.0,2 Bedroom Apartment,,,3.0,13.84
,487.0,3.0,5.0,,,Constantia Kloof,,2100000.0,5 Bedroom House,,,3.0,13.92
,147.0,,3.0,,,Honeydew Manor,,1599000.0,3 Bedroom Townhouse,,,3.0,13.84
,942.0,1.0,2.0,,,Florida,,1550000.0,2 Bedroom House,,,6.0,14.56
,128.0,,3.0,,,Wilgeheuwel,,1199000.0,3 Bedroom Townhouse,,,3.0,13.84
,938.0,,4.0,,,Discovery,,1800000.0,4 Bedroom House,,,4.0,12.35
,75.0,2.0,2.0,,,Wilgeheuwel,,895000.0,2 Bedroom Apartment,,,3.0,13.84
,494.0,,4.0,,,Florida Hills,,1847000.0,4 Bedroom House,,,3.0,13.84
,213.0,,4.0,,,Lindhaven,,1199000.0,4 Bedroom House,,,3.0,13.84
,110.0,,2.0,,,Constantia Kloof,,900000.0,2 Bedroom Apartment,,,3.0,13.92
,723.0,,3.0,,,Florida Lake,,1250000.0,3 Bedroom House,,,3.0,13.84
,44.0,,2.0,,,Fleurhof,,380000.0,2 Bedroom Apartment,,,8.0,13.36
,72.0,,2.0,,,Weltevreden Park,,675000.0,2 Bedroom Apartment,,,3.0,9.07
,201.0,,3.0,,,Constantia Kloof,,1325000.0,3 Bedroom Apartment,,,3.0,13.92
,54.0,,3.0,,,Horizon View,,1500000.0,3 Bedroom House,,,3.0,13.84
,655.0,,3.0,,,Quellerina,,1499000.0,3 Bedroom Townhouse,,,3.0,13.84
,258.0,,9.0,,,Cosmo City,,750000.0,9 Bedroom House,,,3.0,13.84
,113.0,,4.0,,,Witpoortjie,,1350000.0,4 Bedroom House,,,3.0,13.84
,450.0,,,,,Florida Hills,,3100000.0,Commercial Property,,,3.0,13.84
,730.0,,2.0,,,Lindhaven,,479950.0,2 Bedroom Townhouse,,,3.0,13.84
,140.0,,2.0,,,Fleurhof,,595000.0,2 Bedroom House,,,8.0,13.36
,230.0,,2.0,,,Groblerpark,,799999.0,2 Bedroom House,,,3.0,13.84
,38.0,,2.0,,,Fleurhof,,465000.0,2 Bedroom Apartment,,,8.0,13.36
,960.0,,5.0,,,Discovery,,1400000.0,5 Bedroom House,,,4.0,12.35
,75.0,,2.0,,,Constantia Kloof,,700000.0,2 Bedroom Townhouse,,,3.0,13.92
,997.0,,6.0,,,Horison Park,,2000000.0,6 Bedroom House,,,3.0,13.84
,83.0,1.0,2.0,,,Honeydew Ridge,,820000.0,2 Bedroom Townhouse,,,3.0,13.84
,78.0,,2.0,,,Wilgeheuwel,,799000.0,2 Bedroom Apartment,,,3.0,13.84
,919.0,,3.0,,,Witpoortjie,,1250000.0,3 Bedroom House,,,3.0,13.84
,64.0,,2.0,,,Florida Glen,,590000.0,2 Bedroom Townhouse,,,3.0,13.84
,300.0,,3.0,,,Amorosa,,2599000.0,3 Bedroom Townhouse,,,3.0,13.84
,76.0,,3.0,,,Reefhaven,,900000.0,3 Bedroom Townhouse,,,3.0,13.84
,843.0,,4.0,,,Eagle Canyon Golf Estate,,5800000.0,4 Bedroom House,,,3.0,13.84
,990.0,,3.0,,,Horison Park,,1899900.0,3 Bedroom House,,,3.0,13.84
,240.0,,3.0,,,Cosmo City,,1480000.0,3 Bedroom House,,,3.0,13.84
,67.0,,1.0,,,Florida,,299000.0,1 Bedroom Apartment,,,6.0,14.56
,370.0,,5.0,,,Weltevreden Park,,2500000.0,5 Bedroom House,,,3.0,9.07
,495.0,,5.0,,,Florida,,850000.0,5 Bedroom House,,,6.0,14.56
,38.0,,2.0,,,Fleurhof,,400000.0,2 Bedroom House,,,8.0,13.36
,46.0,,2.0,,,Allen'S Nek,,680000.0,2 Bedroom Townhouse,,,3.0,13.84
,305.0,,3.0,,,Little Falls,,2100000.0,3 Bedroom House,,,4.0,12.77
,300.0,,3.0,,,Ruimsig,,1499999.0,3 Bedroom Townhouse,,,2.0,17.29
,991.0,,,,,Industria North,,6000000.0,Industrial Property,,,3.0,13.84
,113.0,,5.0,,,Ruimsig,,6980000.0,5 Bedroom House,,,2.0,17.29
,159.0,4.0,4.0,,,Horison,,1700000.0,4 Bedroom House,,,3.0,13.84
,66.0,,2.0,,,Wilgeheuwel,,575000.0,2 Bedroom Apartment,,,3.0,13.84
,120.0,,2.0,,,Radiokop,,1150000.0,2 Bedroom Townhouse,,,3.0,12.01
,394.0,,3.0,,,Cosmo City,,968000.0,3 Bedroom House,,,3.0,13.84
,150.0,,2.0,,,Fleurhof,,580000.0,2 Bedroom House,,,8.0,13.36
,487.0,,4.0,,,Constantia Kloof,,3100000.0,4 Bedroom House,,,3.0,13.92
,416.0,,3.0,,,Willowbrook,,2350000.0,3 Bedroom House,,,3.0,13.84
,990.0,1.0,6.0,,,Discovery,,1250000.0,6 Bedroom House,,,4.0,12.35
,63.0,,2.0,,,Weltevreden Park,,780000.0,2 Bedroom Townhouse,,,3.0,9.07
,50.0,,2.0,,,Georginia,,480000.0,2 Bedroom Apartment,,,3.0,13.84
,958.0,,3.0,,,Willowbrook,,2000000.0,3 Bedroom Townhouse,,,3.0,13.84
,74.0,,2.0,,,Little Falls,,549000.0,2 Bedroom Townhouse,,,4.0,12.77
,131.0,,10.0,,,Princess Ah,,4299995.0,10 Bedroom House,,,3.0,13.84
,68.0,,2.0,,,Constantia Kloof,,720000.0,2 Bedroom Apartment,,,3.0,13.92
,164.0,,3.0,,,Weltevreden Park,,1449000.0,3 Bedroom Townhouse,,,3.0,9.07
,61.0,,2.0,,,Honeypark,,530000.0,2 Bedroom Apartment,,,3.0,13.84
,900.0,,2.0,,,Witpoortjie,,860000.0,2 Bedroom House,,,3.0,13.84
,39.0,,2.0,,,Fleurhof,,470000.0,2 Bedroom Townhouse,,,8.0,13.36
,61.0,,2.0,,,Witpoortjie,,590000.0,2 Bedroom Apartment,,,3.0,13.84
,905.0,,,,,Honeydew Manor,,6500000.0,Vacant Land,,,3.0,13.84
,300.0,,,,,Ruimsig,,700000.0,Vacant Land,,,2.0,17.29
,130.0,,3.0,,,Weltevreden Park,,1100000.0,3 Bedroom Townhouse,,,3.0,9.07
,66.0,,2.0,,,Honeydew,,699000.0,2 Bedroom Apartment,,,4.0,11.41
,308.0,,5.0,,,Cosmo City,,1150000.0,5 Bedroom House,,,3.0,13.84
,794.0,,3.0,,,Fleurhof,,995000.0,3 Bedroom House,,,8.0,13.36
,40.0,1.0,1.0,,,Honeypark,,340000.0,1 Bedroom Apartment,,,3.0,13.84
,82.0,2.0,2.0,,,Ruimsig,,750000.0,2 Bedroom Apartment,,,2.0,17.29
,440.0,2.0,3.0,,,Cosmo City,,1100000.0,3 Bedroom House,,,3.0,13.84
,750.0,,4.0,,,Kloofendal,,2699999.0,4 Bedroom House,,,3.0,13.84
,855.0,,4.0,,,Kloofendal,this weekend!! View by appointment only.  Book a viewing with us today!!,2890000.0,4 Bedroom House,,,3.0,13.84
,93.0,,2.0,,,Florida,,380000.0,2 Bedroom Apartment,,,6.0,14.56
,136.0,,2.0,,,Fleurhof,,540000.0,2 Bedroom House,,,8.0,13.36
